question;answer;from;filename;document_preprocessed;Topic;Probability;Top_n_words;Name;Document
Aku pengen kelihatan sukses di mata orang lain, apa salah?;Ingin diakui itu manusiawi, tapi kalau fokusmu cuma buat kelihatan sukses, kamu bisa lupa sama tujuan aslimu. Coba tanya diri sendiri, apa yang bikin kamu bahagia kalau nggak ada orang yang lihat? Itu yang patut dikejar.;GROK;D9_GROK_EgoIsTheEnemy128-138_20.json;sukses mata salah manusiawi sukses lupa tuju asli diri sendiri bahagia patut kejar;0;0.6174051710876388;diri - kecil - takut - sendiri - hidup - salah - ngerasa - gagal - laku - kerja;-1_diri_takut_sendiri_kecil;sukses mata salah manusiawi sukses lupa tuju asli diri sendiri bahagia patut kejar
Aku merasa kesepian, padahal banyak orang di sekitarku. Kenapa gitu?;Kesepian itu nggak selalu soal jumlah orang di sekitar, tapi lebih ke perasaan nggak terhubung sama mereka. Aku ngerti itu berat. Mungkin kamu bisa coba buka obrolan kecil sama seseorang yang kamu suka, atau ikut kegiatan yang sesuai minatmu. Kalau mau cerita lebih, aku siap dengerin apa yang lagi bikin kamu ngerasa gini.;GROK;D11_GROK_AHandbookfortheSMH72-82_20.json;sepi padahal sepi jumlah berat obrol kecil giat sesuai siap dengerin ngerasa;0;0.6173708025489875;diri - kecil - takut - sendiri - hidup - salah - ngerasa - gagal - laku - kerja;0_diri_kecil_hidup_sendiri;sepi padahal sepi jumlah berat obrol kecil giat sesuai siap dengerin ngerasa
Aku takut banget sama kegagalan, makanya aku suka nunda-nunda kerjaan. Gimana biar berhenti gini?;Takut gagal itu wajar, kok, tapi nunda-nunda bisa bikin stres tambah numpuk. Mungkin coba pecah tugasmu jadi bagian kecil banget, jadi nggak kerasa menakutkan. Misalnya, kalau nulis laporan, mulai dari buat judul dulu. Terus, setiap selesai satu bagian, kasih reward kecil buat diri sendiri, kayak ngopi. Aku bisa bantu bikin list tugas kecil ini kalau kamu mau. Apa yang lagi kamu tunda sekarang?;GROK;D12_GROK_ClinicalHandbookPsychologicalDisorders209-219_20.json;takut gagal makanya nunda nunda kerja henti takut gagal nunda nunda stres tambah numpuk pecah tugas kecil takut nulis lapor judul terus reward kecil diri sendiri ngopi list tugas kecil tunda;0;0.6173404144381189;diri - kecil - takut - sendiri - hidup - salah - ngerasa - gagal - laku - kerja;0_diri_kecil_hidup_sendiri;takut gagal makanya nunda nunda kerja henti takut gagal nunda nunda stres tambah numpuk pecah tugas kecil takut nulis lapor judul terus reward kecil diri sendiri ngopi list tugas kecil tunda
Aku ngerasa hidupku penuh kesalahan, apa aku bisa mulai lagi dari awal?;Bisa banget! Tiap hari adalah kesempatan buat mulai lagi. Coba pilih satu kebiasaan kecil yang pengen kamu ubah, seperti lebih sabar atau lebih teratur. Apa yang pengen kamu coba ubah mulai besok?;GROK;D7_GROK_SeniMenyiksaDiri29-42_20.json;ngerasa hidup penuh salah awal sempat pilih kecil ubah sabar atur ubah;0;0.6173196149594058;diri - kecil - takut - sendiri - hidup - salah - ngerasa - gagal - laku - kerja;-1_diri_takut_sendiri_kecil;ngerasa hidup penuh salah awal sempat pilih kecil ubah sabar atur ubah
Aku suka nunda-nunda kerjaan karena takut gagal. Ini normal nggak?;Banyak orang nunda karena takut gagal, tapi kalau ini ganggu hidupmu, mungkin ada kecemasan di baliknya. Coba pecah tugas jadi kecil-kecil biar nggak terasa berat. Apa ada satu tugas kecil yang bisa kamu mulai hari ini?;GROK;D12_GROK_ClinicalHandbookPsychologicalDisorders77-87_20.json;nunda nunda kerja takut gagal nunda takut gagal ganggu hidup cemas balik pecah tugas kecil kecil berat tugas kecil;0;0.6172964467973592;diri - kecil - takut - sendiri - hidup - salah - ngerasa - gagal - laku - kerja;0_diri_kecil_hidup_sendiri;nunda nunda kerja takut gagal nunda takut gagal ganggu hidup cemas balik pecah tugas kecil kecil berat tugas kecil
Aku sering merasa marah tanpa alasan, Emilia. Ini normal nggak sih?;Merasa marah tanpa alasan yang jelas bisa bikin bingung, ya. Itu bisa terjadi karena stres, kurang tidur, atau bahkan emosi yang tertahan. Coba deh, saat marah, tarik napas dalam dan tanya diri sendiri apa yang lagi bikin jengkel. Kalau ini sering terjadi, mungkin baik buat bicara sama seseorang yang bisa bantu cari tahu akarnya. Apa kamu mau coba teknik relaksasi bareng aku sekarang?;GROK;D11_GROK_AHandbookfortheSMH303-313_20.json;marah alas marah alas jelas stres kurang tidur bahkan emosi tahan marah diri sendiri jengkel bicara tahu akar teknik relaksasi bareng;0;0.6171562207189254;diri - kecil - takut - sendiri - hidup - salah - ngerasa - gagal - laku - kerja;0_diri_kecil_hidup_sendiri;marah alas marah alas jelas stres kurang tidur bahkan emosi tahan marah diri sendiri jengkel bicara tahu akar teknik relaksasi bareng
Aku pengen jadi orang yang lebih positif, tapi susah banget. Gimana caranya aku mulai?;Jadi orang yang positif itu perjalanan, bukan tujuan instan. Coba mulai dari hal kecil, seperti mengucap syukur atas tiga hal setiap hari. Aku yakin lama-lama kamu akan merasa lebih ringan. Mau coba tulis tiga hal yang kamu syukuri sekarang?;GROK;D8_GROK_BerdamaiDenganDiriSendiri175-185_20.json;positif susah positif jalan bukan tuju instan kecil syukur yakin lama lama ringan syukur;0;0.6171505552296025;diri - kecil - takut - sendiri - hidup - salah - ngerasa - gagal - laku - kerja;0_diri_kecil_hidup_sendiri;positif susah positif jalan bukan tuju instan kecil syukur yakin lama lama ringan syukur
Aku ngerasa nggak punya siapa-siapa yang peduli sama aku. Apa aku memang ditakdirkan sendiri?;Rasa sendirian itu berat, dan aku denger kamu lagi butuh koneksi. Tapi nggak ada yang ditakdirkan sendirian, kok. Coba cari satu orang, mungkin temen atau keluarga, yang bisa kamu ajak ngobrol pelan-pelan. Atau, gabung ke komunitas kecil yang punya minat sama. Apa ada seseorang yang pernah bikin kamu merasa didengar?;GROK;D11_GROK_AHandbookfortheSMH402-412_20.json;ngerasa siapa siapa peduli takdir sendiri sendiri berat denger butuh koneksi takdir sendiri temen keluarga pelan pelan gabung kecil dengar;0;0.6171230468382622;diri - kecil - takut - sendiri - hidup - salah - ngerasa - gagal - laku - kerja;0_diri_kecil_hidup_sendiri;ngerasa siapa siapa peduli takdir sendiri sendiri berat denger butuh koneksi takdir sendiri temen keluarga pelan pelan gabung kecil dengar
Aku coba lamar kerja, tapi takut banget ditolak. Aku harus lanjutin nggak?;Hebat banget kamu udah coba lamar kerja, itu langkah besar! Takut ditolak wajar, tapi setiap lamaran adalah kesempatan. Kalau ditolak, kamu tetap belajar sesuatu. Apa yang bikin kamu takut ditolak? Mungkin kita bisa siapin rencana bareng.;GROK;D12_GROK_ClinicalHandbookPsychologicalDisorders264-274_20.json;lamar kerja takut tolak lanjutin udah lamar kerja takut tolak lamar sempat tolak tetap takut tolak siapin rencana bareng;0;0.6170830385167807;diri - kecil - takut - sendiri - hidup - salah - ngerasa - gagal - laku - kerja;0_diri_kecil_hidup_sendiri;lamar kerja takut tolak lanjutin udah lamar kerja takut tolak lamar sempat tolak tetap takut tolak siapin rencana bareng
Aku suka nunda-nunda kerjaan karena takut ga bagus. Gimana caranya biar ga gitu?;Nunda kerjaan karena takut ga sempurna itu wajar, tapi coba ubah mindset: mending selesai daripada sempurna. Mulai dari bagian kecil, misalnya kerjain 10 menit aja. Setelah mulai, biasanya lebih gampang lanjut. Apa tugas yang lagi bikin kamu takut mulai?;GROK;D9_GROK_EgoIsTheEnemy150-160_20.json;nunda nunda kerja takut bagus nunda kerja takut sempurna ubah mindset mending sempurna kecil kerjain gampang lanjut tugas takut;0;0.6170195728930595;diri - kecil - takut - sendiri - hidup - salah - ngerasa - gagal - laku - kerja;0_diri_kecil_hidup_sendiri;nunda nunda kerja takut bagus nunda kerja takut sempurna ubah mindset mending sempurna kecil kerjain gampang lanjut tugas takut
Kenapa aku nggak bisa mensyukuri apa yang aku punya?;Kadang, kita terlalu sibuk melihat apa yang orang lain punya, sampai lupa mensyukuri milik kita sendiri. Coba mulai dari hal kecil, seperti bersyukur atas mata yang bisa melihat atau temen yang selalu ada. Tulis tiga hal setiap hari yang kamu syukuri, lama-lama hatimu akan terasa lebih ringan.;GROK;D7_GROK_SeniMenyiksaDiri43-53_15_15.json;syukur terlalu sibuk lupa syukur milik sendiri kecil syukur mata temen syukur lama lama hati ringan;0;0.6169868201077761;diri - kecil - takut - sendiri - hidup - salah - ngerasa - gagal - laku - kerja;0_diri_kecil_hidup_sendiri;syukur terlalu sibuk lupa syukur milik sendiri kecil syukur mata temen syukur lama lama hati ringan
Aku takut nilai tugasku jelek karena temen kelompok nggak bantu. Gimana caranya biar nggak panik?;Temen kelompok nggak bantu emang bikin stres, ya, aku tahu. Coba fokus ke apa yang bisa kamu lakuin: kerjain bagianmu dengan baik, atau ajak diskusi buat bagi tugas. Tulis tiga hal yang udah kamu capai di kuliah—mungkin tugas lain yang oke. Ingat, hasil kelompok nggak sepenuhnya di tanganmu, tapi usahamu udah bikin kamu hebat. Tarik napas dalam kalau panik, dan bilang, ‘Aku bisa handle ini.’ Kamu kuat, lho, yuk coba satu langkah buat tugas!;GROK;A2_GROK_FilosofiTeras63-89_60.json;takut nilai tugas jelek temen kelompok panik temen kelompok emang stres tahu lakuin kerjain diskusi tugas udah capai kuliah tugas ingat hasil kelompok sepenuh tangan usaha udah panik handle kuat tugas;0;0.6169351784752287;diri - kecil - takut - sendiri - hidup - salah - ngerasa - gagal - laku - kerja;0_diri_kecil_hidup_sendiri;takut nilai tugas jelek temen kelompok panik temen kelompok emang stres tahu lakuin kerjain diskusi tugas udah capai kuliah tugas ingat hasil kelompok sepenuh tangan usaha udah panik handle kuat tugas
Aku merasa hidupku nggak adil. Ada orang yang lahir dengan keadaan enak, tapi aku enggak. Gimana aku bisa bahagia dengan keadaan kayak gini?;Aku paham, kadang dunia memang terasa nggak adil. Tapi kebahagiaan nggak ditentukan cuma dari apa yang kamu dapat saat lahir. Ini soal bagaimana kamu memanfaatkan apa yang kamu punya sekarang. Mungkin kita bisa cari satu hal kecil yang bisa kamu syukuri hari ini, mau coba?;GROK;D6_GROK_BeraniTidakDisukaiW53-63_15.json;hidup adil lahir enak enggak bahagia paham adil bahagia lahir manfaat kecil syukur;0;0.6168255629198743;diri - kecil - takut - sendiri - hidup - salah - ngerasa - gagal - laku - kerja;0_diri_kecil_hidup_sendiri;hidup adil lahir enak enggak bahagia paham adil bahagia lahir manfaat kecil syukur
Aku merasa hidup orang lain selalu lebih baik dari aku, apa yang salah denganku?;Nggak ada yang salah denganmu. Kadang, kita cuma melihat ‘jemuran bersih’ orang lain dari jauh, tapi kita nggak tahu cerita di baliknya. Hidup setiap orang punya tantangannya masing-masing. Coba fokus pada hal-hal kecil yang kamu syukuri setiap hari, itu bisa bantu kamu melihat keindahan dalam hidupmu sendiri.;GROK;D7_GROK_SeniMenyiksaDiri18-28_15.json;hidup salah salah jemur jauh tahu balik hidup tantang masing masing kecil syukur indah hidup sendiri;0;0.6167625775712928;diri - kecil - takut - sendiri - hidup - salah - ngerasa - gagal - laku - kerja;0_diri_kecil_hidup_sendiri;hidup salah salah jemur jauh tahu balik hidup tantang masing masing kecil syukur indah hidup sendiri
Aku merasa bersalah kalo gak sholat. Itu perasaan apa?;Itu bisa jadi perasaan ke-Tuhanan, di mana kamu merasa terhubung sama keyakinanmu. Rasa bersalah itu tanda kamu peduli sama nilai-nilai yang kamu pegang. Mungkin coba luangin waktu buat refleksi atau lakuin apa yang bikin hati lebih tenang, seperti ibadah. Apa kamu mau ceritain lebih lanjut soal ini?;GROK;D4_GROK_PengantarPsikologiBimoW211-221_20.json;salah kalo sholat tuhan yakin salah peduli nilai nilai pegang luangin refleksi lakuin hati tenang ibadah lanjut;0;0.6165127003991543;diri - kecil - takut - sendiri - hidup - salah - ngerasa - gagal - laku - kerja;0_diri_kecil_hidup_sendiri;salah kalo sholat tuhan yakin salah peduli nilai nilai pegang luangin refleksi lakuin hati tenang ibadah lanjut
Aku benci banget sama masalah hidupku, tapi kenapa aku juga merasa bersyukur karenanya?;Itu pertanda kamu sedang tumbuh! Masalah memang berat, tapi mereka juga bisa jadi berkah tersembunyi. Mereka bikin kita lebih kuat, lebih peka, dan kadang membawa kita lebih dekat ke doa-doa yang dalam. Wajar kalau kamu benci, tapi rasa syukur itu menunjukkan kamu mulai melihat sisi baik dari tantangan hidup.;GROK;D7_GROK_SeniMenyiksaDiri18-28_15.json;benci hidup syukur sedang tumbuh berat berkah sembunyi kuat peka bawa dekat benci syukur tunjuk sisi tantang hidup;0;0.6164652133843502;diri - kecil - takut - sendiri - hidup - salah - ngerasa - gagal - laku - kerja;0_diri_kecil_hidup_sendiri;benci hidup syukur sedang tumbuh berat berkah sembunyi kuat peka bawa dekat benci syukur tunjuk sisi tantang hidup
Aku suka nunda-nunda kerjaan karena takut nyeri, tapi malah bikin stres. Apa solusinya?;Menunda karena takut nyeri memang bikin dilema, ya. Coba pecah kerjaan jadi bagian kecil dan atur waktu kerja, misalnya 15 menit kerja, 5 menit istirahat. Ini bisa bantu kurangi tekanan. Apa satu tugas kecil yang bisa kamu mulai hari ini?;GROK;D12_GROK_ClinicalHandbookPsychologicalDisorders715-725_20.json;nunda nunda kerja takut nyeri malah stres solusi tunda takut nyeri dilema pecah kerja kecil atur kerja kerja istirahat kurang tekan tugas kecil;0;0.6163537453130018;diri - kecil - takut - sendiri - hidup - salah - ngerasa - gagal - laku - kerja;0_diri_kecil_hidup_sendiri;nunda nunda kerja takut nyeri malah stres solusi tunda takut nyeri dilema pecah kerja kecil atur kerja kerja istirahat kurang tekan tugas kecil
Kalau saya sedang depresi, apakah latihan syukur masih berguna?;"Latihan syukur bisa membantu sebagian orang; tetapi pada depresi berat, efeknya mungkin terbatas. Ini bukan pengganti terapi profesional. Kalau Anda merasa depresi, penting mencari dukungan dari tenaga kesehatan mental selain melakukan latihan syukur.";GPT;D13_GPT_BrainPower123-133_27.json;sedang depresi syukur syukur depresi berat efek batas bukan terapi profesional depresi penting dukung tenaga sehat mental laku syukur;0;0.6163429704557748;diri - kecil - takut - sendiri - hidup - salah - ngerasa - gagal - laku - kerja;0_diri_kecil_hidup_sendiri;sedang depresi syukur syukur depresi berat efek batas bukan terapi profesional depresi penting dukung tenaga sehat mental laku syukur
Kenapa aku susah nerima omongan orang yang nggak enak?;Itu wajar, kok, apalagi kalau omongannya terasa nyakitin. Coba latih diri buat nggak langsung bereaksi. Pikirkan, mungkin orang itu lagi nggak baik-baik aja, jadi omongannya nggak perlu kamu tanggapi serius. Fokus ke hal yang bikin kamu merasa lebih baik.;GROK;D10_GROK_HidupDamaiTanpaBerpikirBerlebihan74-83_20.json;susah nerima omong enak omong nyakitin diri langsung reaksi omong perlu tanggap serius;0;0.6162933528740869;diri - kecil - takut - sendiri - hidup - salah - ngerasa - gagal - laku - kerja;-1_diri_takut_sendiri_kecil;susah nerima omong enak omong nyakitin diri langsung reaksi omong perlu tanggap serius
Aku suka ngeluh kalau hidup nggak adil. Gimana caranya biar berhenti ngeluh?;Ngeluh itu wajar, tapi coba alihkan fokus ke apa yang bisa kamu syukuri, sekecil apa pun. Tulis tiga hal setiap hari yang bikin kamu bersyukur. Itu bantu ngurangin keluhan. Apa satu hal positif di hidupmu sekarang?;GROK;D9_GROK_EgoIsTheEnemy205-216_20.json;ngeluh hidup adil henti ngeluh ngeluh syukur kecil syukur ngurangin keluh positif hidup;0;0.6162604886008796;diri - kecil - takut - sendiri - hidup - salah - ngerasa - gagal - laku - kerja;0_diri_kecil_hidup_sendiri;ngeluh hidup adil henti ngeluh ngeluh syukur kecil syukur ngurangin keluh positif hidup
Aku pengen berhenti kerja, tapi takut nggak punya penghasilan. Apa aku harus tahan aja?;Itu keputusan besar, dan wajar kalau kamu bimbang. Berhenti kerja bisa bikin lega, tapi keuangan memang perlu dipikirin. Coba ceritain, apa yang bikin kamu pengen berhenti? Mungkin kita bisa cari cara buat kurangin stres di kerjaanmu dulu.;GROK;D11_GROK_AHandbookfortheSMH391-401_20.json;henti kerja takut hasil tahan putus bimbang henti kerja lega uang perlu dipikirin henti rangin stres kerja;0;0.6162147067580037;diri - kecil - takut - sendiri - hidup - salah - ngerasa - gagal - laku - kerja;0_diri_kecil_hidup_sendiri;henti kerja takut hasil tahan putus bimbang henti kerja lega uang perlu dipikirin henti rangin stres kerja
Aku merasa hidupku nggak akan pernah cukup baik. Apa yang bisa aku ubah dari pola pikirku?;Coba latih diri untuk bersyukur atas hal-hal kecil dalam hidupmu, karena itu bisa mengubah cara kamu melihat dunia. Mulai dengan menulis tiga hal yang kamu syukuri setiap hari. Apa satu hal yang kamu syukuri hari ini?;GROK;D8_GROK_BerdamaiDenganDiriSendiri10-20_20.json;hidup cukup ubah pola diri syukur kecil hidup ubah syukur syukur;0;0.6161733239015846;diri - kecil - takut - sendiri - hidup - salah - ngerasa - gagal - laku - kerja;0_diri_kecil_hidup_sendiri;hidup cukup ubah pola diri syukur kecil hidup ubah syukur syukur
Aku takut skripsiku nggak lulus, rasanya pasti gagal. Gimana caranya biar nggak overthinking?;Skripsi emang bikin khawatir, ya. Coba tanya: ‘Bukti apa aku pasti gagal?’ Tulis tiga hal yang udah kamu capai di skripsi, seperti bab yang selesai atau riset. Fokus ke langkah kecil, seperti tulis satu paragraf atau tanya dosen. Bayangin dirimu selesai skripsi, rasanya lega, kan? Ngobrol sama temen yang lagi skripsi juga bantu. Coba tulis satu kalimat skripsi besok.;GROK;A1_GROK_FilosofiTeras150-157_26.json;takut skripsi lulus gagal overthinking skripsi emang khawatir bukti gagal udah capai skripsi riset kecil paragraf dosen bayangin diri skripsi lega temen skripsi skripsi;0;0.6161246741278403;diri - kecil - takut - sendiri - hidup - salah - ngerasa - gagal - laku - kerja;-1_diri_takut_sendiri_kecil;takut skripsi lulus gagal overthinking skripsi emang khawatir bukti gagal udah capai skripsi riset kecil paragraf dosen bayangin diri skripsi lega temen skripsi skripsi
Gimana caranya aku bisa berpikir lebih positif di tengah masalah?;Mulai dari hal kecil, seperti mencatat tiga hal yang kamu syukuri hari ini. Pikiran positif itu kayak otot, makin dilatih makin kuat. Mau coba ceritain satu hal baik yang terjadi hari ini?;GROK;D8_GROK_BerdamaiDenganDiriSendiri32-42_20.json;positif tengah kecil catat syukur positif makin makin kuat;0;0.6160623530681679;diri - kecil - takut - sendiri - hidup - salah - ngerasa - gagal - laku - kerja;0_diri_kecil_hidup_sendiri;positif tengah kecil catat syukur positif makin makin kuat
Saya merasa bersyukur kadang terasa dibuat-buat. Apakah menulis syukur benar-benar membantu?;"Menulis hal yang Anda syukuri terbukti membantu beberapa orang menggantikan fokus dari emosi negatif. Efeknya bertambah jika dilakukan secara rutin. Namun, bukan berarti memaksakan rasa syukur palsu; tuliskan hal-hal kecil yang memang Anda rasakan membuat hidup lebih baik.";GPT;D13_GPT_BrainPower123-133_27.json;syukur syukur syukur bukti beberapa emosi negatif efek tambah laku rutin bukan arti paksa syukur palsu kecil hidup;0;0.6160339706405129;diri - kecil - takut - sendiri - hidup - salah - ngerasa - gagal - laku - kerja;0_diri_kecil_hidup_sendiri;syukur syukur syukur bukti beberapa emosi negatif efek tambah laku rutin bukan arti paksa syukur palsu kecil hidup
Idenya menarik tapi terlalu ‘di awang’. Cara membuatnya lebih realistis?;Uji skala kecil dulu. Misal, coba prototipe sederhana atau simulasi. Umpan balik lapangan membantu menyelaraskan gagasan dengan kenyataan.;GROK;A1_GROK_PsikologiKepribadian61-83_99.json;terlalu awang realistis skala kecil prototipe sederhana simulasi umpan balik lapang selaras gagas nyata;0;0.615984678955296;diri - kecil - takut - sendiri - hidup - salah - ngerasa - gagal - laku - kerja;0_diri_kecil_hidup_sendiri;terlalu awang realistis skala kecil prototipe sederhana simulasi umpan balik lapang selaras gagas nyata
Aku sering kepikiran hal-hal negatif. Gimana caranya supaya aku bisa berpikir positif?;Berpikir positif itu seperti latihan otot, perlu waktu. Coba setiap hari tulis satu hal yang kamu syukuri, sekecil apa pun. Lama-lama, pikiranmu akan terbiasa melihat sisi baik dari segala hal.;GROK;D8_GROK_BerdamaiDenganDiriSendiri76-86_20.json;negatif positif positif perlu syukur kecil lama lama sisi segala;0;0.6158748083148068;diri - kecil - takut - sendiri - hidup - salah - ngerasa - gagal - laku - kerja;0_diri_kecil_hidup_sendiri;negatif positif positif perlu syukur kecil lama lama sisi segala
Aku suka ngeluhin hidupku, tapi nggak tahu caranya berhenti. Ada saran nggak?;Mengeluarkan keluhan itu manusiawi, tapi kalau terlalu sering, bisa bikin kamu terjebak di pola pikir negatif. Coba alihkan fokus ke apa yang bisa kamu syukuri atau ke langkah kecil yang bisa kamu ambil untuk memperbaiki situasi. Tulis tiga hal yang kamu syukuri setiap hari, meskipun kecil, untuk melatih pikiranmu melihat sisi positif.;GROK;D6_GROK_BeraniTidakDisukaiW229-239_14.json;ngeluhin hidup tahu henti saran keluar keluh manusiawi terlalu jebak pola negatif syukur kecil situasi syukur kecil sisi positif;0;0.6158114168307034;diri - kecil - takut - sendiri - hidup - salah - ngerasa - gagal - laku - kerja;0_diri_kecil_hidup_sendiri;ngeluhin hidup tahu henti saran keluar keluh manusiawi terlalu jebak pola negatif syukur kecil situasi syukur kecil sisi positif
Aku sering ngeluh kalau gagal, dan itu bikin aku tambah down. Gimana caranya berhenti ngeluh?;Ngeluh itu wajar, tapi coba alihkan fokus ke apa yang bisa kamu syukuri. Tulis tiga hal positif setiap hari, sekecil apa pun. Itu bisa bantu ubah pola pikir. Apa satu hal positif yang kamu alami hari ini?;GROK;D9_GROK_EgoIsTheEnemy228-238_20.json;ngeluh gagal tambah down henti ngeluh ngeluh syukur positif kecil ubah pola positif alami;0;0.6156858332473857;diri - kecil - takut - sendiri - hidup - salah - ngerasa - gagal - laku - kerja;0_diri_kecil_hidup_sendiri;ngeluh gagal tambah down henti ngeluh ngeluh syukur positif kecil ubah pola positif alami
Aku ngerasa nggak pantas dapat apa yang aku punya sekarang. Gimana caranya aku lebih bersyukur?;Perasaan nggak pantas itu bisa bikin kita lupa sama berkah yang ada. Coba tiap malam tulis satu hal yang bikin harimu spesial, sekecil apa pun. Lama-lama, kamu bakal lihat betapa banyak hal baik di hidupmu. Mau coba mulai malam ini?;GROK;D8_GROK_BerdamaiDenganDiriSendiri120-130_20.json;ngerasa pantas syukur pantas lupa berkah spesial kecil lama lama betapa hidup;0;0.6155694442062891;diri - kecil - takut - sendiri - hidup - salah - ngerasa - gagal - laku - kerja;0_diri_kecil_hidup_sendiri;ngerasa pantas syukur pantas lupa berkah spesial kecil lama lama betapa hidup
Kenapa aku sering merasa cemas tanpa alasan yang jelas? Ini normal nggak sih?;Rasa cemas tanpa alasan yang jelas bisa terasa membingungkan, ya. Itu bisa terjadi karena banyak hal, seperti tekanan dari lingkungan atau bahkan pola hidup yang lagi nggak seimbang. Ini nggak berarti kamu aneh, tapi mungkin kita bisa coba lihat apa yang bisa bikin kamu lebih tenang, seperti tarik napas dalam atau ceritain apa yang ada di pikiranmu.;GROK;D11_GROK_AHandbookfortheSMH380-390_20.json;cemas alas jelas cemas alas jelas tekan bahkan pola hidup imbang arti aneh tenang;0;0.6151577453267124;diri - kecil - takut - sendiri - hidup - salah - ngerasa - gagal - laku - kerja;0_diri_kecil_hidup_sendiri;cemas alas jelas cemas alas jelas tekan bahkan pola hidup imbang arti aneh tenang
Kadang aku merasa sedih banget, tapi nggak tahu kenapa. Normal nggak sih?;Merasa sedih tanpa sebab yang jelas bisa jadi tanda depresi ringan atau suasana hati yang lagi nggak stabil. Banyak orang mengalami ini, tapi kalau sering terjadi, penting untuk perhatikan. Apa kamu punya waktu buat cerita lebih banyak? Aku di sini buat dengerin.;GROK;D11_GROK_AHandbookfortheSMH292-302_20.json;sedih tahu sedih jelas depresi ringan suasana hati stabil alami penting perhati dengerin;0;0.6145064443378302;diri - kecil - takut - sendiri - hidup - salah - ngerasa - gagal - laku - kerja;0_diri_kecil_hidup_sendiri;sedih tahu sedih jelas depresi ringan suasana hati stabil alami penting perhati dengerin
Metode kuesioner itu seperti apa? Aku suka nulis jawaban untuk pertanyaan.;Metode kuesioner itu kayak ngisi kuis atau angket, di mana kamu jawab pertanyaan tentang dirimu, seperti perasaan atau pendapatmu. Ini bisa bantu kamu lihat apa yang lagi kamu rasain dengan lebih jelas. Misalnya, kamu bisa jawab pertanyaan tentang apa yang bikin kamu stres. Kalau kamu suka nulis, mungkin kita bisa buat beberapa pertanyaan sederhana untukmu. Apa topik yang pengen kamu eksplor lewat kuesioner?;GROK;D3_GROK_PengantarPsikologiAdnan47-57_20.json;metode kuesioner nulis metode kuesioner ngisi kuis angket diri rasain jelas stres nulis beberapa sederhana topik eksplor lewat kuesioner;0;0.6143873169867804;diri - kecil - takut - sendiri - hidup - salah - ngerasa - gagal - laku - kerja;0_diri_kecil_hidup_sendiri;metode kuesioner nulis metode kuesioner ngisi kuis angket diri rasain jelas stres nulis beberapa sederhana topik eksplor lewat kuesioner
Saya sering merasa kewalahan saat menghadapi masalah. Apa itu koping, dan bagaimana saya bisa menggunakannya untuk mengelola stres?;Saya paham, kadang masalah terasa seperti gunung yang susah didaki. Koping adalah caramu ‘bertarung’ sama stres, dan ada dua gaya utama: koping berfokus pada masalah, seperti bikin rencana untuk menyelesaikan tugas, dan koping berfokus pada emosi, seperti mendengarkan musik untuk menenangkan hati. Bayangkan kamu lagi pusing sama deadline—kamu bisa coba pecah tugas jadi kecil-kecil (masalah) atau curhat sama temen (emosi). Kerennya, kamu bisa campur keduanya! Apa masalah yang lagi bikin kamu kewalahan, dan apa yang biasanya membantu?;GROK;D1_GROK_HealthPsycology1-55_67.json;kewalahan hadap koping kelola stres paham gunung susah daki koping tarung stres gaya utama koping rencana tugas koping emosi dengar musik tenang hati bayang pusing deadline pecah tugas kecil kecil curhat temen emosi keren campur kewalahan;0;0.6142783165200261;diri - kecil - takut - sendiri - hidup - salah - ngerasa - gagal - laku - kerja;0_diri_kecil_hidup_sendiri;kewalahan hadap koping kelola stres paham gunung susah daki koping tarung stres gaya utama koping rencana tugas koping emosi dengar musik tenang hati bayang pusing deadline pecah tugas kecil kecil curhat temen emosi keren campur kewalahan
Harus nggak sih aku suka sama kerjaanku? Soalnya aku nggak benci, tapi juga nggak suka-suka amat.;Nggak harus kok! Kerjaan nggak selalu harus bikin hati berbunga-bunga. Kadang, cukup kalau kamu merasa nyaman dan kerjaan itu memenuhi kebutuhanmu. Kalau kamu nggak benci tapi juga nggak excited, mungkin coba cari momen kecil yang bikin kerjaan terasa lebih menyenangkan, seperti ngobrol sama temen kerja atau nyelesain tugas tertentu. Apa ada hal di kerjaan yang kadang bikin kamu senyum?;GROK;D10_GROK_HidupDamaiTanpaBerpikirBerlebihan19-29_20.json;kerja benci kerja hati bunga bunga cukup nyaman kerja penuh butuh benci excited momen kecil kerja senang temen kerja nyelesain tugas kerja senyum;0;0.6139695950198695;diri - kecil - takut - sendiri - hidup - salah - ngerasa - gagal - laku - kerja;0_diri_kecil_hidup_sendiri;kerja benci kerja hati bunga bunga cukup nyaman kerja penuh butuh benci excited momen kecil kerja senang temen kerja nyelesain tugas kerja senyum
