index;question;document;old_topic;new_topic;similarity;reassigned;stage
3262;Kadang aku merasa malu banget kalau gagal, sampe rasanya nggak mau coba lagi. Apa aku aja yang gitu?;malu gagal sampe sendiri malu gagal malu datang cukup gagal gagal tuju sukses malu gagal;-1;-1;0.63453466;FALSE;rejected
3263;Aku suka sih menyendiri, tapi kok orang bilang itu nggak sehat. Bener nggak sih?;sendiri sehat sendiri butuh sendiri recharge mikir jernih sendiri sepi hindar terus terus tutup diri rasain sendiri;-1;-1;0.6368664;FALSE;rejected
3264;Aku ngerasa hidupku nggak ada artinya, kayak nggak punya tujuan. Gimana caranya biar semangat lagi?;ngerasa hidup arti tuju semangat berat hilang arah terlalu kontrol kecil nyoba neng nentuin tuju kecil hidup arti;-1;0;0.8664612;TRUE;high
3266;Aku takut banget kalau orang-orang ninggalin aku. Apa aku terlalu lelet buat move on?;takut ninggalin terlalu lelet move takut tinggal takut tenang juang takut hilang terlalu lelet move sendiri takut tinggal;-1;0;0.6888995;TRUE;medium
3270;Aku ngerasa nggak pantas dicintai. Gimana caranya biar aku nggak gitu lagi?;ngerasa pantas cinta sedih denger ngerasa harga pantas datang negatif diri sendiri nulis diri kecil ngerasa pantas;-1;0;0.75199264;TRUE;high
3271;Aku sering ngerasa kosong, kayak nggak ada apa-apa di dalam diriku. Ini kenapa?;ngerasa kosong diri kosong hampa muncul hilang koneksi diri sendiri tahu hidup tuju kecil ngerasa kosong akhir akhir;-1;0;0.6502775;TRUE;medium
3286;Emilia, aku takut banget kalau orang-orang bakal ninggalin aku. Gimana caranya aku nggak takut lagi?;takut ninggalin takut takut hilang sayang terlalu kuat cemas momen harga milik teknik mindfulness bareng kurang cemas;-1;0;0.7972996;TRUE;high
3293;Aku sering merasa bersalah kalau nggak bisa bikin semua orang senang. Gimana caranya berhenti merasa begini?;salah senang henti begini perlu salah senang tugas mustahil butuh tetap batas kecil terlalu beban situasi salah akhir akhir;-1;0;0.77478963;TRUE;high
3300;Emilia, aku merasa malu banget sama masa laluku. Gimana caranya aku move on?;malu masa move malu berat masa siapa laku versi diri masa bangga kecil;-1;0;0.7002568;TRUE;medium
3302;Aku takut banget keluar rumah, takut tiba-tiba panik di tempat umum. Normalkah ini?;takut keluar takut panik tempat umum takut kedengerannya mirip gejala agoraphobia khawatir panik tempat sulit kabur minta aneh hidup berat kecil jalan jalan dekat;-1;-1;0.5949912;FALSE;rejected
3307;Aku takut pergi ke mall karena takut tiba-tiba panik. Apa aku harus maksa diri?;takut pergi mall takut panik maksa diri perlu maksa diri tambah stres tempat toko kecil dekat kecil paksa damping virtual;-1;-1;0.5771185;FALSE;rejected
3310;Aku suka hindari tempat ramai biar nggak panik. Apa itu salah?;hindar tempat ramai panik salah hindar tempat ramai takut panik lama lama takut tambah kuat masuk situasi perlahan kafe sepi rencana;-1;0;0.6804201;TRUE;medium
3312;Aku takut minum kopi, soalnya jantungan aku tambah kencang. Apa aku harus berhenti total?;takut kopi jantung tambah kencang henti total kopi jantung cepat picu panik henti total kurang herbal pantau bareng nyaman;-1;-1;0.59954953;FALSE;rejected
3321;Aku sering merasa overwhelmed sama hidup, kayak semua yang aku coba gagal. Apa sih yang bisa aku lakuin?;overwhelmed hidup gagal lakuin kewalahan hidup berat kecil pilih kecil atur resin meja jalan sebentar emosi kuat beberapa detail overwhelm;-1;0;0.7553495;TRUE;high
3323;Kadang aku ngerasa kosong banget, kayak nggak bisa nikmatin apa-apa. Gimana caranya biar aku bisa ngerasa ‘hidup’ lagi?;ngerasa kosong nikmatin ngerasa hidup kosong berat struggle emosi koneksi diri sendiri kecil senang datar nonton film favorit jalan taman langsung ngerasa hidup lakuin;-1;2;0.6684505;TRUE;medium
3324;Aku takut banget kalau orang-orang ninggalin aku. Jadi aku suka ngelakuin apa aja biar mereka stay. Ini salah nggak?;takut ninggalin ngelakuin stay salah takut tinggal ngelakuin sehat diri sendiri cinta beli perhati diri harga ngelakuin bangga diri sendiri;-1;0;0.78404593;TRUE;high
3325;Aku ngerasa hidupku nggak ada gunanya, kayak lebih baik aku nggak ada. Apa yang salah sama aku?;ngerasa hidup salah sedih denger ngerasa datang titik rendah arti beneran harga nilai susah kecil hidup bahkan pelihara tanam ngerasa begini;-1;15;0.6929226;TRUE;medium
3332;Aku ngerasa hidupku cuma buat nyenengin orang lain. Aku capek. Gimana caranya hidup buat diri sendiri?;ngerasa hidup nyenengin capek hidup diri sendiri capek hidup hidup senang kecil luangin mikirin lakuin diri sendiri;-1;0;0.7836276;TRUE;high
3333;Aku takut kalau aku nggak cukup baik buat siapa pun. Gimana caranya aku nggak takut gitu lagi?;takut cukup siapa takut takut cukup berat nilai ditentuin kata bangga diri sendiri kecil udah cukup ngerasa cukup;-1;0;0.7387874;TRUE;medium
3334;Aku suka ngelupain hal-hal penting, kayak pikiranku nggak fokus. Ini normal nggak?;ngelupain penting susah stres emosi kacau frustrasi catat kecil reminder ponsel penting tahu tenang susah;-1;0;0.78778255;TRUE;high
3340;Aku ngerasa nggak pantas dicintai. Makanya aku selalu nyakitin orang yang sayang sama aku. Aku harus gimana?;ngerasa pantas cinta makanya nyakitin sayang ngerasa pantas cinta sakit sayang harga peduli nilai diri ngerasa pantas;-1;0;0.7166437;TRUE;medium
3341;Aku merasa sangat kesepian dan seperti nggak ada yang peduli sama aku. Apa yang bisa aku lakukan?;sepi peduli laku tahu berat sendiri percaya teman keluarga nyaman jurnal;-1;10;0.67323804;TRUE;medium
3344;Kalau aku nangis terus karena merasa ditinggalkan, apa yang harus aku lakukan?;nang terus tinggal laku menang tubuh ngeluarin emosi terus terus laku nyaman peluk bantal dengerin calming tinggal;-1;-1;0.63297594;FALSE;rejected
3345;Aku pengen orang lain peduli sama aku, tapi rasanya nggak ada yang ngerti. Apa aku minta terlalu banyak?;peduli minta terlalu perhati manusiawi dekat bahkan dukung;-1;22;0.7117188;TRUE;medium
3351;Aku selalu merasa orang lain nggak peduli sama sakitku. Apa aku yang berlebihan?;peduli sakit valid tahu nunjukin perhati langsung butuhin butuh temen;-1;-1;0.60829216;FALSE;rejected
3352;Kalau aku melukai diri sendiri, apa itu artinya aku gagal?;luka diri sendiri arti gagal gagal struggling butuh penting lakuin giat tenang susah;-1;0;0.7941408;TRUE;high
3353;Aku nggak bisa berhenti mikirin mantanku. Apa aku nggak normal?;henti mikirin mantan susah move penting terus terus sedih temen lupa sebentar;-1;22;0.6902442;TRUE;medium
3356;Aku pengen orang lain ngeliat aku kesakitan. Apa itu salah?;ngeliat sakit salah tunjuk perhati manusiawi sehat percaya rasain;-1;0;0.7275491;TRUE;medium
3368;Aku pengen banget nggak takut sama perasaan aku sendiri. Ada cara nggak?;takut sendiri keren hadap salah takut diri ngamatin emosi langsung kabur ngerasa cemas perhatiin tubuh jantung cepet buru buru ngusir lama lama nyaman emosi kecil bareng emosi paling takut;-1;0;0.7067459;TRUE;medium
3380;Aku takut kalo emosiku bikin orang lain pergi. Gimana caranya biar aku nggak takut?;takut kalo emosi pergi takut takut hilang emosi yakin stay ngomongin tenang ngerasa overwhelmed takut emosi pergi dengerin;-1;0;0.6845143;TRUE;medium
3381;Aku kadang merasa sangat sedih sampai ingin menyakiti diri sendiri. Apa yang bisa aku lakukan saat perasaan itu muncul?;sedih sakit diri sendiri laku muncul tahu berat datang benda pegang tenang overwhelmed percaya profesional sendiri bareng;-1;0;0.83300775;TRUE;high
3394;Aku sering ngerasa bersalah kalau sedih, kayak aku nggak boleh gitu. Gimana supaya nggak ngerasa bersalah?;ngerasa salah sedih ngerasa salah tahu enak salah sedih sedih emosi senang marah salah ingetin diri sendiri sedih hidup bukan gagal salah muncul terap perspektif;-1;0;0.7526741;TRUE;high
3396;Aku ngerasa hidupku kacau banget, kayak nggak ada harapan. Apa yang bisa aku lakukan?;ngerasa hidup kacau harap laku sedih dengar tahu berat kacau kecil tuju kecil mandi makan enak kecil harap muncul terus terap layak;-1;0;0.7219446;TRUE;medium
3400;Aku pengen lebih mindful, tapi nggak tahu mulai dari mana. Ada saran?;mindful tahu saran keren mindfulness sederhana perhati udara masuk keluar nilai perhati dengar sentuh mikir terlalu jauh laku lama lama mudah buku aplikasi mindfulness;-1;6;0.6850737;TRUE;medium
3402;Kadang aku mikir nggak ada gunanya hidup, ini normal nggak sih?;mikir hidup muncul tekan perlu dukung down datang bicara terap catat kecil senang ngingetin harap;-1;0;0.8190715;TRUE;high
3403;Aku takut banget kalau orang lain tahu aku suka menyakiti diri sendiri, apa yang harus aku lakukan?;takut tahu sakit diri sendiri laku paham takut simpan sendiri beban berat percaya siap jurnal kecil kurang bareng;-1;0;0.7065537;TRUE;medium
3405;Kalau aku lagi cemas, badanku rasanya nggak enak, kayak sesak. Apa yang bisa bantu?;cemas badan enak sesak sesak enak badan muncul bareng cemas laku perlahan detik tahan detik buang detik gerak badan regang ringan begini pola cemas;-1;-1;0.5692964;FALSE;rejected
3420;Aku suka ngerasa badanku berat banget pas depresi, ada cara nggak biar nggak gitu?;ngerasa badan berat depresi berat badan datang bareng depresi gerak badan pelan pelan jalan kaki regang putih begini tahu muncul;-1;12;0.67583615;TRUE;medium
3430;Aku pernah coba obat buat mood, tapi kok ga enak badan. Apa aku harus lanjutin?;obat mood enak badan lanjutin kedengerannya obat nyaman obat mood mood stabilizer butuh nyocokin dosis jenis enak badan jangan langsung lanjutin konsultasi dokter psikiater resep efek atur ulang efek rasain;-1;13;0.7302536;TRUE;medium
3447;Aku takut banget kambuh lagi. Ada cara nggak biar aku tetap stabil?;takut kambuh tetap stabil takut kambuh jaga stabilitas tahan obat sesuai resep kenal awal kambuh ubah tidur mood terapi ipsrt atur ritme sosial stabil;-1;3;0.71501946;TRUE;medium
3453;Aku merasa obatku bikin aku nggak kreatif lagi. Harusnya aku berhenti, kan?;obat kreatif henti obat ubah henti konsultasi dokter bahaya obat mood stabilizer penting cegah kambuh kreativitas ganggu bicara dokter sesuai dosis jenis obat laku tetap kreatif;-1;13;0.7075391;TRUE;medium
3457;Aku merasa nggak punya temen karena mood-ku susah diprediksi. Gimana caranya punya temen?;temen mood susah prediksi temen berat sendiri mood stabil sosial sulit sendiri kelompok dukung bipolar situ nyaman temen;-1;13;0.77601737;TRUE;high
3466;Aku suka lupa hal-hal kecil, dan pasanganku bilang aku sengaja bohong. Aku harus gimana?;lupa kecil pasang sengaja bohong frustrasi disalahpahami lupa kecil stres lelah arti bohong pasang tenang sengaja lupa kewalahan ingat catat ingat ponsel;-1;6;0.7036104;TRUE;medium
3471;Aku nggak suka kalau orang bilang aku sakit jiwa. Aku cuma lagi susah aja, kok. Gimana caranya biar orang nggak label aku?;sakit jiwa susah label enak label nyaman jelas rasain sendiri hadap tantang bukan arti sakit dukung;-1;1;0.7224807;TRUE;medium
3474;Aku suka lupa janji sama temen, dan mereka bilang aku nggak peduli. Gimana caranya biar aku nggak lupa lagi?;lupa janji temen peduli lupa lupa janji emang temen salah paham padahal sengaja ingat ponsel buku catat kecil nyatet janji faktor stres lelah susah ingat janji;-1;-1;0.63934886;FALSE;rejected
3475;Aku nggak mau ketemu orang karena takut mereka nanya-nanya soal hidupku. Apa aku salah?;takut nanya nanya hidup salah salah butuh sendiri perlu jeda interaksi sosial tekan makin isolasi kecil temen nyaman takut nanya nanya;-1;0;0.7103467;TRUE;medium
3477;Aku suka ngomong kasar sama pasangan kalau aku lagi kesel. Apa aku harus minta maaf terus?;ngomong kasar pasang kesel minta maaf terus ngomong kasar kesel nyakitin pasang minta maaf bagus penting ngelola kesal butuh jeda sebentar ngomong kasar;-1;22;0.74900126;TRUE;medium
3496;Aku ngerasa pasanganku nggak mau dengerin aku pas aku lagi down. Gimana caranya biar dia peduli?;ngerasa pasang dengerin down peduli sedih didengerin down pasang nanggapin fase depresi stabil butuhin didengerin hakim ngomongin tenang;-1;0;0.7079143;TRUE;medium
3500;Aku ngerasa nggak bisa ngomong sama pasangan soal perasaanku. Gimana caranya biar aku berani?;ngerasa ngomong pasang berani gampang hati suasana hati naik turun ngomongin kecil tenang rasain depresi contoh lembut obrol bareng;-1;0;0.6849253;TRUE;medium
3503;Aku merasa orang-orang di sekitarku bisa dengar pikiranku. Apa aku gila?;dengar gila takut muncul delusi alami ganggu psikotik gila otak main trik ecek perilaku percaya dekat susun;-1;24;0.70748866;TRUE;medium
3508;Aku suka ngelamun jadi orang lain yang lebih hebat. Ini wajar nggak sih?;ngelamun ngelamun versi otak kabur stres sampe lupa realitas alam kuasi psikotik ngelamun perhatiin susah hidup teknik grounding dengar bareng;-1;14;0.7634302;TRUE;high
3510;Aku kadang ngerasa orang-orang di sekitar ngejek aku di belakang. Gimana caranya aku nggak kepikiran terus?;ngerasa ngejek belakang terus curiga nyaman paranoia muncul ganggu psikotik salah nyoba realitas percaya ngomongin aktivitas tenang saran;-1;24;0.7084774;TRUE;medium
3513;Aku pengen coba CBT yang kamu bilangin tadi. Itu kayak apa sih sebenarnya?;bilangin tadi keren terapi kenal pola perilaku susah sehat denger ajarin alihin perhati tantang terap minggu sekali jelasin detail info tempat;-1;1;0.7471932;TRUE;medium
3517;Emilia, aku denger suara yang nyuruh aku lakuin hal berbahaya. Aku takut nurutin. Apa yang harus aku lakuin?;denger nyuruh lakuin bahaya takut nurutin lakuin takut denger nyuruh halusinasi bahaya nurutin pertama alihin perhati denger musik ngomong segera dokter terap serius dukung susun kontak;-1;1;0.6839183;TRUE;medium
3519;Aku ngerasa orang-orang ngejar aku, padahal nggak ada bukti. Gimana caranya aku nggak takut terus?;ngerasa ngejar padahal bukti takut terus takut tegang terus delusi paranoia muncul ganggu psikotik realitas bukti beneran ngejar teknik relaksasi rangin takut teknik detail situasi;-1;24;0.7119987;TRUE;medium
3523;Aku takut banget kalau panikku datang pas lagi nyetir. Gimana cara ngatasinnya?;takut panik datang nyetir ngatasinnya takut panik nyetir khawatir kendaliin situasi pertama kenal takut takut hilang kendali mobil perlahan nyetir tubuh tenang panik datang ingat sensasi bahaya nyaman;-1;0;0.6562158;TRUE;medium
3526;Kalau aku panik di tempat ramai, aku pengen kabur. Itu wajar nggak?;panik tempat ramai kabur kabur tempat ramai panik tubuh mode lari bahaya kabur terus makin takut tempat ramai situasi terlalu ramai pelan pelan hadap ramai teknik tempat takut hadap;-1;-1;0.60544837;FALSE;rejected
3530;Aku takut coba hadapi ketakutanku, kayak pergi ke bioskop ramai. Gimana caranya biar berani?;takut hadap takut pergi bioskop ramai berani hadap takut kecil bioskop sepi pelan pelan ramai bawa teknik positif takut ingat takut bahaya nyaman kecil minggu;-1;-1;0.64081484;FALSE;rejected
3534;Aku takut orang lain tahu aku panik. Gimana biar nggak malu?;takut tahu panik malu takut tahu hakim panik reaksi tubuh bersin batuk perlu malu dekat percaya tempat umum perhati takut tahu;-1;11;0.73801345;TRUE;medium
3536;Aku takut nyetir sendirian, soalnya takut panik. Gimana biar percaya diri?;takut nyetir sendiri takut panik percaya diri takut nyetir sendiri pelan pelan rute pendek familiar bawa teknik musik tenang ingat panik hilang kendali mobil sensasi rute pendek minggu rencanain bareng;-1;2;0.68217975;TRUE;medium
3541;Aku merasa sering mendengar suara-suara yang bilang aku tidak berharga. Apa yang bisa aku lakukan?;dengar harga laku dengar berat sekali tekan sederhana perhati senang deskripsi pandang favorit detail kurang intensitas sulit bareng;-1;-1;0.6077229;FALSE;rejected
3542;Kadang aku merasa orang-orang di sekitarku ingin menyakiti aku. Aku harus apa?;sakit curiga cemas bukti nyata dukung tindak spesifik reaksi stres singkat tenang bareng;-1;7;0.67301285;TRUE;medium
3544;Aku suka menyendiri karena takut orang-orang menilai aku. Apa ini salah?;sendiri takut nilai salah salah sendiri takut nilai nyaman ingat interaksi kecil nyata jalan momen situ percaya diri perlahan;-1;0;0.78819543;TRUE;high
3546;Aku pikir aku bisa mengendalikan pikiran orang lain. Ini bikin aku takut.;kendali takut beban telusur kendali kurang takut periksa bareng;-1;-1;0.5961466;FALSE;rejected
3547;Aku kadang merasa dunia ini nggak nyata. Aku harus gimana?;nyata nyata pegang benda deskripsi tekstur bumi sulit dengerin;-1;-1;0.45148066;FALSE;rejected
3548;Aku takut kalau aku nggak sembuh dari pikiran aneh ini. Apa yang harus aku lakukan?;takut sembuh aneh laku takut sembuh kelola teknik catat aneh bukti dukung sangkal situ takut urai bareng;-1;-1;0.6323354;FALSE;rejected
3550;Aku merasa nggak punya kendali atas pikiranku. Aku takut jadi gila.;kendali takut gila hilang kendali takut kacau arti gila sederhana kacau beneran takut;-1;0;0.66842544;TRUE;medium
3556;Aku suka ngelakuin hal berulang-ulang biar suara-suara ini berhenti. Apa ini salah?;ngelakuin ulang ulang henti salah laku ulang ulang kurang stres capek perhati giat senang dengar favorit pelan pelan;-1;2;0.7857654;TRUE;high
3562;Kenapa aku merasa orang-orang di sekitarku jahat sama aku, padahal nggak ada buktinya?;jahat padahal bukti curiga muncul cemas tekan sendiri bareng situasi begini sisi terlalu khawatir;-1;11;0.6875826;TRUE;medium
3566;Aku suka kabur dari tempat ramai karena takut diserang. Normal nggak sih?;kabur tempat ramai takut serang takut sampe kabur tempat ramai tahu cemas saranin psikolog hadap situasi ramai takut kecil tempat ramai sebentar percaya;-1;1;0.7347057;TRUE;medium
3571;Aku pengen nggak takut lagi sama suara-suara itu. Gimana caranya?;takut neng ngatasin takut salah perhati muncul dengerin musik temen jangka panjang bicara psikolog muncul ngelolanya sendiri tenang;-1;0;0.7545649;TRUE;high
3573;Aku ngerasa suara-suara itu nyata banget. Apa aku harus percaya?;ngerasa nyata percaya nyata ngomong bukan beneran luar diri perhati muncul capek cemas saranin psikolog paham takut catat kapan muncul;-1;0;0.7323617;TRUE;medium
3574;Aku takut kalau aku gila karena denger suara-suara. Apa aku gila?;takut gila denger gila gila denger stres cemas bahkan kondisi sehat mental penting sendiri ngatasin saranin bicara psikolog paham jauh tenang percaya;-1;1;0.83697826;TRUE;high
3576;Aku ngerasa nggak bisa ngapa-ngapain karena takut diserang. Gimana dong?;ngerasa takut serang takut susah jalanin kecil pergi tempat nyaman bareng percaya saranin psikolog ngelola takut tempat;-1;1;0.654346;TRUE;medium
3578;Aku pengen suara-suara itu berhenti. Apa ada cara cepet?;henti cepet hilang sayang instan teknik relaksasi perhati aktivitas hasil bicara psikolog tahu muncul ngelolanya lupa;-1;6;0.81727356;TRUE;high
3588;Aku takut kalau berhenti minum, aku bakal kehilangan temen-temenku. Apa yang harus aku lakuin?;takut henti hilang temen temenku lakuin takut hilang temen temen beneran peduli dukung sehat jujur putus dukung gaya hidup alkohol saran grup cocok;-1;8;0.70044243;TRUE;medium
3590;Aku pernah coba terapi CBT, tapi kok nggak berhasil. Aku harus nyerah aja nggak?;terapi hasil nyerah frustrasi diharapin hasil butuh dekat kurang cocok terap dekat motivasi interviewing jangan nyerah yakin temuin;-1;1;0.7213285;TRUE;medium
3592;Aku kadang merasa bersalah banget setelah minum banyak. Gimana caranya biar nggak gitu?;salah salah berat dengerin peduli diri sendiri ubah catat kapan salah situ rangin terapi nemenin;-1;1;0.8015376;TRUE;high
3593;Aku takut kalau aku punya gangguan psikologis serius. Gimana cara tahu pasti?;takut ganggu psikologis serius tahu takut cemas tahu profesional sehat mental psikolog psikiater nilai jelas saran treatment terapi periksa lanjut info tempat konsultasi;-1;1;0.8597569;TRUE;high
3596;Kadang aku minum biar nggak kesepian. Apa aku aneh?;sepi aneh aneh sekali sepi ngatasinnya sepi tutup gabung temen deket ngisi;-1;-1;0.52198946;FALSE;rejected
3598;Aku merasa nggak punya alasan buat berhenti minum. Hidupku udah berantakan. Buat apa?;alas henti hidup udah beranta sedih denger hidup beranta nilai sempat ubah kecil henti jernih kecil;-1;0;0.7626029;TRUE;high
3600;Aku pengen minum terus biar nggak mikirin masalah. Apa salah kalau aku seneng gitu?;terus mikirin salah neng paham hilang sebentar tambah salah senang terus bukan solusi sehat hadap terap teknik relaksasi;-1;0;0.7676438;TRUE;high
3602;Teman-temanku selalu minum kalau kumpul, aku jadi ikut-ikutan. Gimana caranya biar nggak kebawa suasana?;teman teman kumpul bawa suasana susah tetap batas kumpul putus gelas sekali temen dukung putus jaga suasana;-1;0;0.66806066;TRUE;medium
3612;Aku pernah minum sampe blackout. Apa artinya itu?;sampe blackout arti blackout terlalu otak memori serius arti tubuh udah kewalahan khawatir ngalamin pikirin kurang sampe;-1;6;0.67220676;TRUE;medium
3617;Aku nggak suka kelompok dukungan kayak AA. Ada cara lain nggak buat berhenti minum?;kelompok dukung henti cocok kelompok dukung terapi psikolog aplikasi lacak temen dukung tuju kelompok dukung alternatif;-1;-1;0.6440778;FALSE;rejected
3625;Aku merasa nggak punya siapa-siapa yang mendukungku untuk berhenti minum. Aku harus apa?;siapa siapa dukung henti berat sendiri juang sendiri dengar kelompok dukung daerah alam rupa semangat tahu kelompok;-1;0;0.6708712;TRUE;medium
3634;Kadang aku minum biar nggak malu di acara sosial. Apa ada cara lain?;malu acara sosial alkohol tutup percaya diri nyaman acara sosial teknik topik bicara udah disiapin bawa temen nyaman situasi sosial paling pede;-1;8;0.69324774;TRUE;medium
3640;Aku takut kalau berhenti minum, aku bakal kehilangan temen. Apa yang harus aku lakukan?;takut henti hilang temen laku khawatir temenmu bareng temen sejati dukung putus hidup sehat jujur laku temen lewat libat alkohol temen dukung putus;-1;8;0.66619766;TRUE;medium
3643;Aku takut banget dikira pecandu kalau nolak minum di acara. Gimana biar nggak gitu?;takut candu nolak acara paham khawatir mikir jauh nolak santai nanya nanya alas nyaman jaga sehat mood nyeletuk pilih senyum wajib jelas panjang;-1;2;0.72768426;TRUE;medium
3649;Aku ngerasa bersalah banget kalau minum alkohol. Gimana ngatasinnya?;ngerasa salah alkohol ngatasinnya salah refleksi diri sendiri ngerasa sesuai nilai ngurangin rangin perlahan aktivitas bangga diri sendiri olahraga bareng keluarga lanjut;-1;8;0.8040643;TRUE;high
3663;Aku takut banget kalau harus masuk rumah sakit buat berhenti minum. Itu kayaknya menyeramkan. Ada cara lain nggak?;takut masuk sakit henti seram takut masuk sakit takut tenang kurang perlahan konselor kelompok dukung atur nyetok alkohol hindar tempat tubuh reaksi aneh kurang konsultasi dokter dukung;-1;8;0.74411523;TRUE;medium
3667;Aku merasa nggak punya alasan kuat buat berhenti minum. Harusnya aku mulai dari mana?;alas kuat henti motivasi jelas pikirin bareng kurang sehat sayang hidup atur alas alas kecil baca ulang kecil hidup henti;-1;25;0.8235177;TRUE;high
3669;Aku takut kalau berhenti minum, temen-temenku nggak mau ngumpul lagi sama aku. Gimana dong?;takut henti temen temenku ngumpul takut hilang temen gara gara ubah temen beneran peduli dukung ngumpul tempat alkohol kafe taman jujur kurang dukung temen positif temen;-1;-1;0.6305835;FALSE;rejected
3670;Aku pernah coba berhenti minum, tapi gagal. Aku takut gagal lagi. Apa yang salah?;henti gagal takut gagal salah gagal proses rencana cukup jelas dukung cukup gagal situ strategi temen dukung atur ulang rutinitasmu penting jangan nyerah gagal pikirin bareng;-1;0;0.7169328;TRUE;medium
3674;Aku kadang minum biar nggak kepikiran masalah. Tapi kok nggak selesai juga masalahnya?;paham olah olah hilang sebentar sayang hadap numpuk daftar pikirin kecil ngatasinnya terlalu berat konselor ganggu;-1;0;0.74156505;TRUE;medium
3677;Aku suka minum pas mancing, soalnya seru. Gimana caranya mancing tanpa minum?;mancing seru mancing mancing emang asyik senang bawa soda simpan cooler mirip temen anak obrol kompetisi mancing berangkat mampir tempat jual alkohol mancing seru;-1;-1;0.4357742;FALSE;rejected
3680;Aku nggak mau ke kelompok dukungan kayak AA, soalnya malu. Apa ada cara lain?;kelompok dukung malu kelompok dukung malu siap alternatif konseling pribadi aplikasi sehat mental sendiri temen dekat dukung suatu kelompok anonim percaya;-1;1;0.6639138;TRUE;medium
3682;Kadang aku minum banyak biar lupa sama masalahku. Itu salah nggak sih?;lupa salah paham lari diri lupa tambah rumit tadi dilupain malah ngatasin curhat percaya teknik relaksasi lupa;-1;6;0.771497;TRUE;high
3684;Aku takut kalau berhenti minum, aku bakal kehilangan temen-temenku. Mereka semua suka minum.;takut henti hilang temen temenku khawatir teman penting temen temenmu dekat bareng sepenuh sehat ngelakuin nonton film olahraga dukung hidup sehat;-1;-1;0.5906584;FALSE;rejected
3685;Aku merasa hidupku nggak akan lebih baik meskipun aku berhenti minum. Buat apa coba?;hidup henti dengar putus berat bayangin ubah henti jalan bayang sehat stabil kecil catat rasain kecil hidup;-1;2;0.7396495;TRUE;medium
3686;Aku suka minum biar lebih percaya diri di acara sosial. Apa ada cara lain biar aku nggak gugup?;percaya diri acara sosial gugup enak dorong percaya diri sehat teknik acara siapin topik obrol siap bawa temen suportif gugup acara sosial;-1;-1;0.5886889;FALSE;rejected
3690;Aku pengen coba berhenti minum, tapi takut gagal lagi. Gimana caranya biar tetap semangat?;henti takut gagal tetap semangat bangga udah tetap semangat tuju kecil lama rayain hasil dukung peduli takut gagal ingat usaha kuat henti;-1;0;0.808491;TRUE;high
3702;Aku takut kalau aku coba treatment, nanti malah ketahuan orang-orang di sekitarku. Gimana ya?;takut treatment malah tahu khawatir privasi treatment rahasia klinik atur ketat jaga rahasia pasien klinik bijak privasi ngomong dekat hakim takut tahu;-1;11;0.680151;TRUE;medium
3715;Aku merasa nggak punya siapa-siapa buat ngomong soal masalahku. Apa yang bisa aku lakuin?;siapa siapa ngomong lakuin tahu ngerasa sendiri berat udah grup dukung pulih alam dekat hotline konselor;-1;-1;0.5842256;FALSE;rejected
3716;Aku kadang lupa minum obat treatmentku. Gimana caranya biar nggak lupa?;lupa obat treatmentku lupa lupa obat alarm inget obat alat wheel ngatur dosis taruh obat tempat deket cangkir kopi lupa;-1;-1;0.5641266;FALSE;rejected
3724;Aku merasa hidupku berantakan gara-gara kecanduan. Apa aku bisa sembuh?;hidup beranta gara gara candu sembuh tahu berat percaya bangkit hasil candu kecil nali picu dukung aktivitas bahagia ubah kecil hindar situasi candu muncul dukung;-1;0;0.8389751;TRUE;high
3726;Aku udah coba kurangin minum, tapi kadang masih keterusan. Aku gagal, ya?;udah rangin terus gagal gagal ubah proses sulit penting udah usaha udah terus tempat emosi rencana bareng giat bareng;-1;0;0.78201133;TRUE;high
3728;Aku merasa hidupku monoton, makanya aku minum. Gimana caranya biar nggak gitu?;hidup monoton makanya hidup monoton lari aktivitas excited lama giat simpel jalan pagi rencana kecil minggu sekali neng;-1;2;0.6810235;TRUE;medium
3729;Aku pengen coba hobi baru biar nggak minum, tapi nggak tahu mulai dari mana. Ada saran?;tahu saran keren pikirin penasaran masak olahraga ringan yoga simpel kelas temen bareng daftar cocok;-1;-1;0.6040912;FALSE;rejected
3731;Aku takut kalau berhenti minum, aku bakal kehilangan temen. Gimana ngatasinya?;takut henti hilang temen ngatasinya khawatir temen temen beneran peduli dukung putus sehat giat libat nonton main board game dukung lingkar positif giat seru alkohol;-1;8;0.7041515;TRUE;medium
3736;Aku merasa sendirian banget di treatment ini. Gimana caranya biar nggak gitu?;sendiri treatment tahu berat sendiri dukung grup paham situasi sedang juang dekat percaya curhat kapan dengerin;-1;1;0.75491273;TRUE;high
3738;Aku takut gagal di treatment ini. Gimana caranya biar tetap semangat?;takut gagal treatment tetap semangat takut gagal udah treatment sendiri udah menang kecil udah capai jangan terlalu diri sendiri reminder kecil catat motivasi down naikin semangat bareng;-1;0;0.7932714;TRUE;high
3742;Kadang aku takut banget keluar rumah, apalagi ke tempat ramai. Aku merasa bakal pingsan atau sesuatu yang buruk terjadi. Normal nggak sih?;takut keluar tempat ramai pingsan takut agorafobia cemas tempat tempat ramai bukan aneh hindar tempat terus terus kecil pergi tempat terlalu ramai;-1;-1;0.5825952;FALSE;rejected
